Seconds,EPA_highway,EPA_city,WLTC_3b_low,WLTC_3b_middle,WLTC_3b_high,WLTC_3b_extrahigh,WLTC_2_low,WLTC_2_middle,WLTC_2_high,WLTC_2_full,WLTC_3b_full,EPA_full
2077,,,,,,,,,,,,89.96
2078,,,,,,,,,,,,90.28
2079,,,,,,,,,,,,90.61
2080,,,,,,,,,,,,90.77
2081,,,,,,,,,,,,90.93
2082,,,,,,,,,,,,91.25
2083,,,,,,,,,,,,91.57
2084,,,,,,,,,,,,91.73
2085,,,,,,,,,,,,92.22
2086,,,,,,,,,,,,92.86
2087,,,,,,,,,,,,93.66
2088,,,,,,,,,,,,94.63
2089,,,,,,,,,,,,95.11
2090,,,,,,,,,,,,95.27
2091,,,,,,,,,,,,95.11
2092,,,,,,,,,,,,94.63
2093,,,,,,,,,,,,94.15
2094,,,,,,,,,,,,93.5
2095,,,,,,,,,,,,92.86
2096,,,,,,,,,,,,92.22
2097,,,,,,,,,,,,91.89
2098,,,,,,,,,,,,91.41
2099,,,,,,,,,,,,90.93
2100,,,,,,,,,,,,90.44
2101,,,,,,,,,,,,89.32
2102,,,,,,,,,,,,87.87
2103,,,,,,,,,,,,87.07
2104,,,,,,,,,,,,86.42
2105,,,,,,,,,,,,85.62
2106,,,,,,,,,,,,85.13
2107,,,,,,,,,,,,84.49
2108,,,,,,,,,,,,83.69
2109,,,,,,,,,,,,82.56
2110,,,,,,,,,,,,81.27
2111,,,,,,,,,,,,79.66
2112,,,,,,,,,,,,78.05
2113,,,,,,,,,,,,76.6
2114,,,,,,,,,,,,75.32
2115,,,,,,,,,,,,73.39
2116,,,,,,,,,,,,71.13
2117,,,,,,,,,,,,68.4
2118,,,,,,,,,,,,63.09
2119,,,,,,,,,,,,57.78
2120,,,,,,,,,,,,52.46
2121,,,,,,,,,,,,47.15
2122,,,,,,,,,,,,43.13
2123,,,,,,,,,,,,39.43
2124,,,,,,,,,,,,34.6
2125,,,,,,,,,,,,31.38
2126,,,,,,,,,,,,28
2127,,,,,,,,,,,,24.3
2128,,,,,,,,,,,,19.96
2129,,,,,,,,,,,,15.61
2130,,,,,,,,,,,,11.27
2131,,,,,,,,,,,,8.05
2132,,,,,,,,,,,,5.31
2133,,,,,,,,,,,,3.22
2134,,,,,,,,,,,,1.13
2135,,,,,,,,,,,,0
2136,,,,,,,,,,,,0
2137,,,,,,,,,,,,0
